year month 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183 184 185 186 187 188 189 190 191 192 193 194 195 196 197 198 199 200 201 202 203 204 205 206 207 208 209 210 211 212 213 214 215 216 217 218 219 220 221 222 223 224 225 226 227 228 229 230 231 232 233 234 235 236 237 238 239 240 241 242 243 244 245 246 247 248 249 250 251 252 253 254 255 256 257 258 259 260 261 262 263 264 265
2015 1 -9999 6.49 53.48 49.14 -9999 54.15 93.11 -9999 -9999 -9999 76.99 20.35 40.77 -9999 79.06 62.98 20.78 -9999 -9999 -9999 -9999 11.02 -9999 63.19 -9999 89.59 0.25 -9999 22.57 117.14 -9999 63.04 77.41 -9999 166.14 -9999 -9999 17.54 0.03 3.03 57.71 0.37 2.15 150.8 -9999 -9999 6.52 0.13 3.12 7.73 -9999 -9999 -9999 17.29 -9999 75.87 115.34 -9999 -9999 94.45 77.29 -9999 -9999 -9999 49.48 1.97 136.74 16.82 -9999 -9999 181.48 6.05 33.99 180.31 29.2 76.55 53.88 -9999 -9999 -9999 -9999 -9999 50.44 81.47 -9999 -9999 -9999 197.25 -9999 -9999 47.75 47.29 2 -9999 -9999 42.87 -9999 -9999 -9999 -9999 33.18 -9999 0.47 -9999 61.26 -9999 -9999 95.09 0.11 -9999 50.32 -9999 2.77 284.82 23.04 24.06 -9999 -9999 16.18 55.43 -9999 129.33 -9999 -9999 -9999 8.56 -9999 20.43 70.29 -9999 -9999 -9999 11.75 1.5 53.44 30.2 72.39 3.19 -9999 -9999 50.1 -9999 1.33 20 325.07 181.61 71.04 -9999 0.09 -9999 -9999 -9999 -9999 -9999 -9999 7.98 -9999 11.79 -9999 1.54 -9999 -9999 74.39 177.16 0.13 -9999 -9999 34.32 -9999 -9999 -9999 118.04 0.08 2.69 -9999 -9999 21.08 -9999 -9999 -9999 7.85 -9999 -9999 -9999 16.46 -9999 57.32 106.92 255.06 -9999 36.17 -9999 -9999 -9999 -9999 -9999 33.58 41.92 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 48.66 75.23 -9999 3.81 107.75 -9999 66.9 -9999 -9999 37.74 11.81 176.95 -9999 -9999 -9999 129.63 17.21 2.59 37.34 128.07 0.26 219.38 -9999 -9999 -9999 94.92 -9999 -9999 27.69 -9999 -9999 -9999 55.33 20.96 -9999 -9999 102.45 97.2 -9999 -9999 32.49 4.08 -9999 -9999 -9999 -9999 -9999 168.3 86.62 -9999
2015 2 -9999 30.41 8.91 3.78 -9999 9.01 231.87 -9999 -9999 -9999 92.16 53.7 5.37 -9999 57.36 10.3 52.14 -9999 -9999 -9999 -9999 13.03 -9999 33.06 -9999 69.36 5.59 -9999 0.98 197.79 -9999 4.41 4.83 -9999 220.05 -9999 -9999 14.17 0.31 11.54 82.93 4.42 10.48 87.01 -9999 -9999 5.75 -9999 7.12 17.88 -9999 -9999 -9999 56.89 -9999 229.73 200.63 -9999 -9999 23.22 2.16 -9999 -9999 -9999 18.48 7.22 69.84 12.1 -9999 -9999 292.88 25.45 34.55 346.7 19.66 44.34 29.91 -9999 -9999 -9999 -9999 -9999 22.42 7.72 -9999 -9999 -9999 550 -9999 -9999 79.74 23.53 10.17 -9999 -9999 61.48 -9999 -9999 -9999 -9999 28.05 -9999 3.56 -9999 78.72 -9999 -9999 94.81 19.56 -9999 5.59 -9999 0.08 275.2 38.65 62.77 -9999 -9999 56.22 0.51 -9999 144.31 -9999 -9999 -9999 21.65 -9999 22.08 143.45 -9999 -9999 -9999 35.97 9.91 36.29 65.92 50.82 12.01 -9999 -9999 28.44 -9999 10.56 6.26 198.64 170.3 111.63 -9999 0.03 -9999 -9999 -9999 -9999 -9999 -9999 11.89 -9999 4.87 -9999 1.38 -9999 -9999 3.86 47.89 2.37 -9999 -9999 5.58 -9999 -9999 -9999 62.62 0.08 9.48 -9999 -9999 17.87 -9999 -9999 -9999 20.32 -9999 -9999 -9999 9.54 -9999 293.98 87.49 344.87 -9999 20.76 -9999 -9999 -9999 -9999 -9999 33.45 79.03 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 17.67 4.22 -9999 6.99 20.7 -9999 75.88 -9999 -9999 111.26 32.49 177.82 -9999 -9999 -9999 5.37 55.3 61.85 91.5 183.13 4.86 140.38 -9999 -9999 -9999 62.97 -9999 -9999 124.53 -9999 -9999 -9999 125.1 16.45 -9999 -9999 50.57 111.9 -9999 -9999 13.09 14.92 -9999 -9999 -9999 -9999 -9999 101.86 17.83 -9999
2015 3 -9999 3.93 48.34 21.77 -9999 25.94 91.85 -9999 -9999 -9999 73.31 19.71 9.08 -9999 94.52 39.98 16.6 -9999 -9999 -9999 -9999 135.66 -9999 33.38 -9999 66.68 14.48 -9999 176.6 124.19 -9999 55.18 24.74 -9999 118.04 -9999 -9999 45.17 0.22 26.96 80.59 41.72 32.41 67.8 -9999 -9999 74.23 -9999 2.1 27.1 -9999 -9999 -9999 95.78 -9999 103.92 107.08 -9999 -9999 5.61 49.68 -9999 -9999 -9999 38.4 85.9 80.86 0.08 -9999 -9999 211.38 8.95 34.85 254.78 0.66 25.08 2.68 -9999 -9999 -9999 -9999 -9999 18.87 60.03 -9999 -9999 -9999 322.15 -9999 -9999 35.23 62.85 46.38 -9999 -9999 49.8 -9999 -9999 -9999 -9999 38.22 -9999 74.27 -9999 15.92 -9999 -9999 70.07 46.44 -9999 36.65 -9999 1.54 280.88 13.52 46.58 -9999 -9999 27.68 25.57 -9999 102.58 -9999 -9999 -9999 11.04 -9999 18.16 118.73 -9999 -9999 -9999 27.04 24 17.25 38.58 46.57 92.55 -9999 -9999 20.95 -9999 15.69 23.05 241.56 108.53 237.3 -9999 0.05 -9999 -9999 -9999 -9999 -9999 -9999 2.84 -9999 17.44 -9999 4.23 -9999 -9999 22.98 53.6 12.06 -9999 -9999 55.84 -9999 -9999 -9999 27.79 0.08 28.07 -9999 -9999 36.94 -9999 -9999 -9999 4.17 -9999 -9999 -9999 21.25 -9999 101.03 101.79 267.56 -9999 21.8 -9999 -9999 -9999 -9999 -9999 29.08 56.85 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 38.64 52.05 -9999 0.04 46.38 -9999 97.43 -9999 -9999 206.29 16.32 104.16 -9999 -9999 -9999 112.89 40 50.59 64.15 167.43 11.41 176.53 -9999 -9999 -9999 16.27 -9999 -9999 97.41 -9999 -9999 -9999 93.03 26.51 -9999 -9999 82.77 118.53 -9999 -9999 14.18 54.6 -9999 -9999 -9999 -9999 -9999 102.56 33.89 -9999
2015 4 -9999 1.5 44.38 14.86 -9999 23.55 244.9 -9999 -9999 -9999 45.7 24.52 7.51 -9999 30.2 17.9 15.43 -9999 -9999 -9999 -9999 327.43 -9999 44.39 -9999 133.12 50.79 -9999 363.37 113.79 -9999 33.54 20.82 -9999 82.18 -9999 -9999 49.03 15.4 108.84 114.57 55.26 88.19 54.1 -9999 -9999 104.93 1.07 0.89 56.1 -9999 -9999 -9999 109.45 -9999 128.66 211.58 -9999 -9999 28.85 13.82 -9999 -9999 -9999 41.27 120.7 38.33 0.21 -9999 -9999 118.87 6.56 67.77 313.33 1.46 15.73 14.27 -9999 -9999 -9999 -9999 -9999 10.64 35.37 -9999 -9999 -9999 300.55 -9999 -9999 42.25 39.82 58.17 -9999 -9999 63.44 -9999 -9999 -9999 -9999 57.24 -9999 149.08 -9999 29.14 -9999 -9999 237.77 150.72 -9999 29.88 -9999 2.07 209.95 14.55 54.13 -9999 -9999 14.03 14.76 -9999 144.03 -9999 -9999 -9999 6.78 -9999 23.51 185.21 -9999 -9999 -9999 17.52 193.76 14.17 29.68 106.76 160.17 -9999 -9999 13.66 -9999 81.39 16.03 105.71 71.19 216.92 -9999 8.53 -9999 -9999 -9999 -9999 -9999 -9999 0.1 -9999 17.74 -9999 9.88 -9999 -9999 33.32 22.95 37.43 -9999 -9999 148.79 -9999 -9999 -9999 124.01 0.75 78.13 -9999 -9999 48.24 -9999 -9999 -9999 1.72 -9999 -9999 -9999 25.2 -9999 130.86 105.63 82.1 -9999 23.37 -9999 -9999 -9999 -9999 -9999 39.78 97.05 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 41.52 16.49 -9999 0.12 85.58 -9999 160.91 -9999 -9999 75.16 108.04 63.79 -9999 -9999 -9999 53.02 41.26 120.54 33.5 115.39 165.1 178.29 -9999 -9999 -9999 25.5 -9999 -9999 118.14 -9999 -9999 -9999 180.97 38.53 -9999 -9999 65.4 80.64 -9999 -9999 25.39 143.12 -9999 -9999 -9999 -9999 -9999 46.47 6.89 -9999
2015 5 -9999 1 42.54 9.6 -9999 35.29 21.89 -9999 -9999 -9999 25.63 46.34 35.32 -9999 20.92 69.8 30.46 -9999 -9999 -9999 -9999 372.7 -9999 46.52 -9999 64.89 111.74 -9999 363.37 16.58 -9999 74.97 3.17 -9999 43.44 -9999 -9999 29.32 29.68 159.61 115.83 130.54 122.46 128.53 -9999 -9999 219.04 11.84 -9999 71.13 -9999 -9999 -9999 263.29 -9999 209.88 53.5 -9999 -9999 152.37 69.07 -9999 -9999 -9999 49.95 163.57 97.06 18.27 -9999 -9999 88.78 0.41 121.05 240.85 7.72 48.76 50.09 -9999 -9999 -9999 -9999 -9999 38.82 79.04 -9999 -9999 -9999 199.49 -9999 -9999 40.81 68.88 132.68 -9999 -9999 27.64 -9999 -9999 -9999 -9999 109.31 -9999 208.63 -9999 179.98 -9999 -9999 93.67 136.28 -9999 107.96 -9999 7.73 198.9 9.33 21.02 -9999 -9999 2.47 84.36 -9999 134.05 -9999 -9999 -9999 1.27 -9999 10.49 190.78 -9999 -9999 -9999 25.36 186.99 40.14 2.86 4.94 321.55 -9999 -9999 26.52 -9999 60.64 26.58 112.07 4.18 135.64 -9999 24.52 -9999 -9999 -9999 -9999 -9999 -9999 1.21 -9999 14.85 -9999 12.9 -9999 -9999 9.02 5.27 0.5 -9999 -9999 214.4 -9999 -9999 -9999 116.91 14.29 125.58 -9999 -9999 134.35 -9999 -9999 -9999 3.57 -9999 -9999 -9999 110.8 -9999 100 36.91 225.72 -9999 32.41 -9999 -9999 -9999 -9999 -9999 38.78 141.63 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 64.1 110.17 -9999 41.83 9.48 -9999 196.79 -9999 -9999 136.68 133.25 448.1 -9999 -9999 -9999 168.21 11.61 64.06 28.3 53.48 190.77 257.67 -9999 -9999 -9999 107.09 -9999 -9999 33.21 -9999 -9999 -9999 208.63 18.99 -9999 -9999 120.63 107.58 -9999 -9999 173.95 160.52 -9999 -9999 -9999 -9999 -9999 0.45 1.15 -9999
2015 6 -9999 4.13 69.8 2.75 -9999 7.1 17.49 -9999 -9999 -9999 14.12 22.8 10.47 -9999 136.45 93.56 8.97 -9999 -9999 -9999 -9999 546.8 -9999 73.68 -9999 219.43 271.11 -9999 545.22 53.24 -9999 94.84 0.65 -9999 55.7 -9999 -9999 95.81 184.62 162.74 2.72 96.42 169.98 52.69 -9999 -9999 157.08 79.99 -9999 97.69 -9999 -9999 -9999 238.34 -9999 16.06 21.23 -9999 -9999 368.82 95.78 -9999 -9999 -9999 51.36 196.97 100.18 15.66 -9999 -9999 24.78 0.07 244.32 237.93 34.98 52.83 91.85 -9999 -9999 -9999 -9999 -9999 27.3 35.88 -9999 -9999 -9999 69.81 -9999 -9999 44.35 62.13 227.7 -9999 -9999 35.91 -9999 -9999 -9999 -9999 152.41 -9999 235.35 -9999 117.48 -9999 -9999 302.65 198.67 -9999 173.93 -9999 97.16 133.62 2.77 5.29 -9999 -9999 -9999 60.35 -9999 204.54 -9999 -9999 -9999 -9999 -9999 28.89 63.46 -9999 -9999 -9999 15.41 284.8 44.04 0.13 3.34 372.58 -9999 -9999 25.87 -9999 94.42 62.27 44.15 0.57 77.01 -9999 140.55 -9999 -9999 -9999 -9999 -9999 -9999 11.63 -9999 91.76 -9999 43.4 -9999 -9999 0.49 12.28 0.77 -9999 -9999 231.75 -9999 -9999 -9999 359.83 161.03 187.05 -9999 -9999 103.79 -9999 -9999 -9999 32.72 -9999 -9999 -9999 218.47 -9999 125.5 29.08 202.34 -9999 68.18 -9999 -9999 -9999 -9999 -9999 50.75 11.89 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 144.82 144.77 -9999 13.52 10.35 -9999 155.21 -9999 -9999 122.24 48.05 288.06 -9999 -9999 -9999 126.78 1.15 84.59 13.78 2.19 129.76 82.15 -9999 -9999 -9999 143.71 -9999 -9999 3.95 -9999 -9999 -9999 43.08 68.74 -9999 -9999 141.61 53.95 -9999 -9999 168.99 197.31 -9999 -9999 -9999 -9999 -9999 0.09 2.64 -9999
2015 7 -9999 14.89 7.15 0.73 -9999 7.97 12.78 -9999 -9999 -9999 26.3 24.96 11.53 -9999 17.42 49.66 15.09 -9999 -9999 -9999 -9999 1631.77 -9999 73.38 -9999 305.47 246.39 -9999 1854.65 17.44 -9999 20.24 3.56 -9999 33.81 -9999 -9999 29.32 144.7 149.18 17.59 107.21 243.23 80.11 -9999 -9999 88.98 180.63 -9999 117.73 -9999 -9999 -9999 233.21 -9999 17.07 33.23 -9999 -9999 432.28 22.23 -9999 -9999 -9999 42.06 142.39 121.87 38.47 -9999 -9999 4.06 0.04 307.71 10.83 244.26 98.82 246.67 -9999 -9999 -9999 -9999 -9999 64.38 17.64 -9999 -9999 -9999 14.67 -9999 -9999 21.17 55.24 115.33 -9999 -9999 1.44 -9999 -9999 -9999 -9999 236.84 -9999 257.32 -9999 125.48 -9999 -9999 322.91 286.98 -9999 36.35 -9999 490.54 190.94 4.2 1.07 -9999 -9999 0.57 33.29 -9999 192.56 -9999 -9999 -9999 0.69 -9999 45.31 254.87 -9999 -9999 -9999 8.38 122.14 79.95 0.83 7.51 306.2 -9999 -9999 71.1 -9999 97.1 4.8 31.95 0.13 124.7 -9999 115.84 -9999 -9999 -9999 -9999 -9999 -9999 20.65 -9999 28.48 -9999 52.17 -9999 -9999 1.01 10.05 2.65 -9999 -9999 1243.94 -9999 -9999 -9999 440.23 158.48 254.94 -9999 -9999 334.9 -9999 -9999 -9999 104.76 -9999 -9999 -9999 169.22 -9999 97.54 5.53 164.51 -9999 44.15 -9999 -9999 -9999 -9999 -9999 65.03 37.12 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 30.35 70.56 -9999 52.33 13.67 -9999 403.34 -9999 -9999 190.22 160.92 244.95 -9999 -9999 -9999 75.49 1 204.67 11.02 5.64 48.3 61.28 -9999 -9999 -9999 117.63 -9999 -9999 4.16 -9999 -9999 -9999 298.24 48.65 -9999 -9999 21.67 53.06 -9999 -9999 183.24 140.3 -9999 -9999 -9999 -9999 -9999 0.02 6.11 -9999
2015 8 -9999 1.52 20.66 3.24 -9999 7.05 5.65 -9999 -9999 -9999 46.95 5.9 12 -9999 28.24 49.56 3.88 -9999 -9999 -9999 -9999 574.15 -9999 69.1 -9999 162.74 157.76 -9999 651.03 28.57 -9999 32.26 0.17 -9999 53.68 -9999 -9999 73.86 203.95 134.3 9.02 158.68 193.61 100.55 -9999 -9999 129.69 286.23 0.74 152.13 -9999 -9999 -9999 156.38 -9999 20.4 22.59 -9999 -9999 481.77 37.02 -9999 -9999 -9999 31.07 122.49 63.5 96 -9999 -9999 21.3 0.3 172.84 42.62 297.98 116.14 349.86 -9999 -9999 -9999 -9999 -9999 87.33 15.05 -9999 -9999 -9999 30.36 -9999 -9999 12.91 43.72 126.2 -9999 -9999 10.88 -9999 -9999 -9999 -9999 122.96 -9999 185.58 -9999 101.57 -9999 -9999 299 115.59 -9999 40.19 -9999 196.76 94.33 0.83 0.01 -9999 -9999 0.14 26.23 -9999 118.32 -9999 -9999 -9999 -9999 -9999 23.53 42.51 -9999 -9999 -9999 1.17 131.75 83.76 0.1 18.59 243.42 -9999 -9999 40.49 -9999 39.58 21.8 11.99 2.11 186.93 -9999 171.94 -9999 -9999 -9999 -9999 -9999 -9999 29.66 -9999 87.03 -9999 72.18 -9999 -9999 0.65 2.72 0.59 -9999 -9999 291.4 -9999 -9999 -9999 494.82 204.14 167.37 -9999 -9999 161.26 -9999 -9999 -9999 13.17 -9999 -9999 -9999 301.03 -9999 85.56 21.95 210.58 -9999 30.94 -9999 -9999 -9999 -9999 -9999 77.89 23.05 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 38.89 108.64 -9999 70.13 11.57 -9999 210.42 -9999 -9999 84.58 190.87 93.67 -9999 -9999 -9999 65.52 0.23 96.63 0.71 5.48 102.88 25.92 -9999 -9999 -9999 114.18 -9999 -9999 1.4 -9999 -9999 -9999 100.27 61.34 -9999 -9999 60.14 190.72 -9999 -9999 126.6 125.23 -9999 -9999 -9999 -9999 -9999 0.46 0.2 -9999
2015 9 -9999 1.77 59.01 10.26 -9999 15.9 84.73 -9999 -9999 -9999 28.41 51.11 4.86 -9999 17.02 81.38 42.12 -9999 -9999 -9999 -9999 225.45 -9999 47.8 -9999 184.97 106.49 -9999 252.38 27.4 -9999 132.07 12.47 -9999 41.08 -9999 -9999 41.93 70.92 180.29 2.74 273.61 181.46 146.95 -9999 -9999 320.11 60.54 0.04 57.08 -9999 -9999 -9999 199.34 -9999 74.73 68.04 -9999 -9999 375.46 200.83 -9999 -9999 -9999 34.48 198.01 39.75 13.12 -9999 -9999 23.44 0.03 255.94 325.39 68.07 25.13 73.52 -9999 -9999 -9999 -9999 -9999 23.56 25.64 -9999 -9999 -9999 148.08 -9999 -9999 59.75 28.4 121.04 -9999 -9999 21.88 -9999 -9999 -9999 -9999 188.75 -9999 330.3 -9999 150.61 -9999 -9999 384.65 148.4 -9999 150.7 -9999 17.87 80.15 9.94 0.7 -9999 -9999 0.2 85.16 -9999 120.89 -9999 -9999 -9999 0.2 -9999 19.47 61.11 -9999 -9999 -9999 2.07 199.18 14.05 3.77 65.84 481.03 -9999 -9999 21.35 -9999 76.85 26.2 33.93 2.49 300.41 -9999 69.29 -9999 -9999 -9999 -9999 -9999 -9999 34.18 -9999 47.17 -9999 19.45 -9999 -9999 9.2 9.43 0.96 -9999 -9999 82.93 -9999 -9999 -9999 464.37 25.35 117.22 -9999 -9999 141.38 -9999 -9999 -9999 5.18 -9999 -9999 -9999 208.82 -9999 46.18 29.86 141.54 -9999 27.74 -9999 -9999 -9999 -9999 -9999 37.71 6.79 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 40.67 286.62 -9999 34.68 50.85 -9999 150.92 -9999 -9999 100.73 27.7 26.88 -9999 -9999 -9999 37.11 2.55 63.42 2.08 6.95 260.32 1.45 -9999 -9999 -9999 90.24 -9999 -9999 54.93 -9999 -9999 -9999 56.55 33.86 -9999 -9999 97.57 81.11 -9999 -9999 115.32 116.44 -9999 -9999 -9999 -9999 -9999 1.79 0.82 -9999
2015 10 -9999 8.42 114.76 10.99 -9999 19.21 110.07 -9999 -9999 -9999 33.55 68.82 13.08 -9999 66.63 52.64 64.54 -9999 -9999 -9999 -9999 67.11 -9999 17.7 -9999 202.5 249.85 -9999 12.82 16.43 -9999 119.37 11.78 -9999 48.07 -9999 -9999 19.16 98.19 160.32 109.91 111.15 189.21 131.06 -9999 -9999 285.62 92.25 0.97 64.17 -9999 -9999 -9999 100.95 -9999 170.35 123.2 -9999 -9999 260.69 123.5 -9999 -9999 -9999 31.98 173.37 97.53 0.53 -9999 -9999 33.18 3.21 194.26 540.25 1.18 45.68 20.51 -9999 -9999 -9999 -9999 -9999 43.85 33.21 -9999 -9999 -9999 360.42 -9999 -9999 86.84 28.61 135.37 -9999 -9999 161.52 -9999 -9999 -9999 -9999 142.34 -9999 343.8 -9999 45.83 -9999 -9999 322.71 10.27 -9999 79.54 -9999 1.06 184.08 12.16 34.29 -9999 -9999 15.35 52.01 -9999 204.25 -9999 -9999 -9999 8.47 -9999 26.07 236.41 -9999 -9999 -9999 40 46.57 30.27 31.7 60.42 419.62 -9999 -9999 15.35 -9999 13.83 40.91 31.85 0.5 442.25 -9999 89.79 -9999 -9999 -9999 -9999 -9999 -9999 21.69 -9999 5.85 -9999 21.78 -9999 -9999 4.4 11.17 0.2 -9999 -9999 7.15 -9999 -9999 -9999 237.62 70.7 203.9 -9999 -9999 88.16 -9999 -9999 -9999 5.83 -9999 -9999 -9999 165.11 -9999 61.57 36.14 206.2 -9999 15.12 -9999 -9999 -9999 -9999 -9999 32.7 150.52 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 32.2 140.12 -9999 11.39 44.51 -9999 152.61 -9999 -9999 334.43 99.15 20.14 -9999 -9999 -9999 53.48 28.41 19.57 64.58 48.5 98.19 16.93 -9999 -9999 -9999 61.84 -9999 -9999 136.15 -9999 -9999 -9999 218.75 12.7 -9999 -9999 89.2 20.79 -9999 -9999 98.09 65.22 -9999 -9999 -9999 -9999 -9999 1.27 4.05 -9999
