year month 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183 184 185 186 187 188 189 190 191 192 193 194 195 196 197 198 199 200 201 202 203 204 205 206 207 208 209 210 211 212 213 214 215 216 217 218 219 220 221 222 223 224 225 226 227 228 229 230 231 232 233 234 235 236 237 238 239 240 241 242 243 244 245 246 247 248 249 250 251 252 253 254 255 256 257 258 259 260 261 262 263 264 265
2015 1 -9999 4.03 53.86 69.98 -9999 57.62 138.56 -9999 -9999 -9999 59.05 18.86 1.7 -9999 169.6 66.1 15.35 -9999 -9999 -9999 -9999 1.2 -9999 40.87 -9999 90.56 4.55 -9999 1.02 223.33 -9999 75.63 164.45 -9999 194.95 -9999 -9999 51.34 0.49 0.81 55.25 3.27 1.49 94.46 -9999 -9999 4.01 0.32 3.71 6.32 -9999 -9999 -9999 41.04 -9999 47.7 110.07 -9999 -9999 75.42 73.39 -9999 -9999 -9999 57.43 20.93 84.39 0.78 -9999 -9999 58.73 4.37 72.18 101.86 0.85 41.68 4.11 -9999 -9999 -9999 -9999 -9999 28.02 92.94 -9999 -9999 -9999 147.86 -9999 -9999 40.36 61.93 20.93 -9999 -9999 93.14 -9999 -9999 -9999 -9999 51.93 -9999 3.41 -9999 41.33 -9999 -9999 134.27 11.7 -9999 68.14 -9999 15.58 319.27 22.22 51.74 -9999 -9999 18.41 47.33 -9999 96.38 -9999 -9999 -9999 26.11 -9999 33.48 14.74 -9999 -9999 -9999 11.17 5.32 28.4 72.58 47.88 20.44 -9999 -9999 35.98 -9999 5.2 36.93 284.14 161.4 27.04 -9999 0.69 -9999 -9999 -9999 -9999 -9999 -9999 9.03 -9999 23.32 -9999 2.49 -9999 -9999 61.35 189.14 1.15 -9999 -9999 21.23 -9999 -9999 -9999 79.4 0.09 1.48 -9999 -9999 6.52 -9999 -9999 -9999 10.04 -9999 -9999 -9999 44.26 -9999 156.52 67.94 393.7 -9999 38.45 -9999 -9999 -9999 -9999 -9999 36 50.95 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 51.12 117.86 -9999 0.04 91.64 -9999 34.83 -9999 -9999 30.59 3.91 244.94 -9999 -9999 -9999 91.36 47.77 10.27 16.34 98.66 4.72 216.98 -9999 -9999 -9999 24.5 -9999 -9999 57.03 -9999 -9999 -9999 26.57 35.89 -9999 -9999 40.45 36.84 -9999 -9999 6.19 9.88 -9999 -9999 -9999 -9999 -9999 182.5 159.87 -9999
2015 2 -9999 4.2 36.39 65.82 -9999 89.91 161.89 -9999 -9999 -9999 86.15 15.77 14.84 -9999 58.85 72.13 15.67 -9999 -9999 -9999 -9999 0.17 -9999 43.57 -9999 150.81 4.72 -9999 6.33 110.87 -9999 73.55 44.94 -9999 153.15 -9999 -9999 18.64 1.43 3.91 93.7 2.29 12.4 90.94 -9999 -9999 52.08 0.31 3.08 23.28 -9999 -9999 -9999 48.96 -9999 117.52 174.88 -9999 -9999 32.08 91.36 -9999 -9999 -9999 52.39 52.7 82.44 10.85 -9999 -9999 79.17 4.39 78.45 238.82 4.32 73.35 29.84 -9999 -9999 -9999 -9999 -9999 45.37 134.09 -9999 -9999 -9999 308.04 -9999 -9999 13.18 48.76 40.96 -9999 -9999 15.89 -9999 -9999 -9999 -9999 52.03 -9999 12.09 -9999 100.1 -9999 -9999 214.62 67.03 -9999 72.5 -9999 5.4 309.64 7.48 19.63 -9999 -9999 7.82 106.9 -9999 88.29 -9999 -9999 -9999 10.24 -9999 19.53 76.39 -9999 -9999 -9999 13.1 4.33 51.62 29.7 66.05 33.6 -9999 -9999 46.48 -9999 30.86 20.76 264.13 130.83 45.23 -9999 0.27 -9999 -9999 -9999 -9999 -9999 -9999 15.71 -9999 18.65 -9999 7 -9999 -9999 144.19 67.72 11.68 -9999 -9999 42.9 -9999 -9999 -9999 75.1 0.12 8.06 -9999 -9999 29.69 -9999 -9999 -9999 62.13 -9999 -9999 -9999 28.13 -9999 120.08 100.14 265.95 -9999 37.48 -9999 -9999 -9999 -9999 -9999 27.08 115.64 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 39.72 158.79 -9999 6.61 52.38 -9999 78.77 -9999 -9999 18.7 13.77 320.54 -9999 -9999 -9999 130.48 20.21 73.92 20.14 156.96 1.35 103.35 -9999 -9999 -9999 32.84 -9999 -9999 23.1 -9999 -9999 -9999 64.13 25.47 -9999 -9999 65.72 68.58 -9999 -9999 14.66 12.15 -9999 -9999 -9999 -9999 -9999 140.59 36.12 -9999
2015 3 -9999 7.97 54.74 39.23 -9999 16.7 212.43 -9999 -9999 -9999 54.12 14.97 1.19 -9999 48.51 31.36 8.97 -9999 -9999 -9999 -9999 51.33 -9999 28.96 -9999 15.97 16.47 -9999 72.28 130.7 -9999 65.13 45.21 -9999 138.26 -9999 -9999 88.01 0.39 31.48 54.27 18.96 98.74 83.2 -9999 -9999 161.43 0.35 1.45 25.46 -9999 -9999 -9999 78.17 -9999 225.21 191.02 -9999 -9999 34.07 49.6 -9999 -9999 -9999 32.57 54.49 34.37 3.4 -9999 -9999 87.02 2.55 16.11 277.63 1.42 24.77 13.13 -9999 -9999 -9999 -9999 -9999 19.15 29.83 -9999 -9999 -9999 544.38 -9999 -9999 52.19 35.45 37.9 -9999 -9999 57.3 -9999 -9999 -9999 -9999 15 -9999 57.94 -9999 25.82 -9999 -9999 25.46 47.62 -9999 61.36 -9999 1.58 256.66 15.37 23.64 -9999 -9999 5.51 33.55 -9999 92.29 -9999 -9999 -9999 5.8 -9999 41.97 74.57 -9999 -9999 -9999 33.2 40.21 17.33 23.56 35.58 88.31 -9999 -9999 20.36 -9999 20.55 38.96 176.13 141.25 123.62 -9999 0.24 -9999 -9999 -9999 -9999 -9999 -9999 3.36 -9999 41.89 -9999 2.89 -9999 -9999 20.43 88.88 4.59 -9999 -9999 8.71 -9999 -9999 -9999 28.71 0.5 35.8 -9999 -9999 34.61 -9999 -9999 -9999 8.55 -9999 -9999 -9999 34.39 -9999 126.6 84.93 192.78 -9999 22.62 -9999 -9999 -9999 -9999 -9999 44.38 68.91 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 22.07 63.51 -9999 5.56 40.41 -9999 60.19 -9999 -9999 202.11 81.39 114.82 -9999 -9999 -9999 68.29 18.24 59.03 40.7 64.77 22.09 138.37 -9999 -9999 -9999 16.22 -9999 -9999 31.3 -9999 -9999 -9999 123.7 49.8 -9999 -9999 57.23 73.46 -9999 -9999 7.18 48.95 -9999 -9999 -9999 -9999 -9999 136.98 60.31 -9999
2015 4 -9999 2.63 26.55 26.88 -9999 23.01 127.63 -9999 -9999 -9999 50.17 29.37 3.43 -9999 52.47 46.87 14.89 -9999 -9999 -9999 -9999 169.96 -9999 59.04 -9999 43.52 51.63 -9999 191.59 71.12 -9999 55.76 14.98 -9999 66.22 -9999 -9999 26.85 15.01 63.43 87.82 77.54 65.91 100.36 -9999 -9999 315.15 0.82 1.42 66.52 -9999 -9999 -9999 203.84 -9999 199.77 115.82 -9999 -9999 37.72 55.99 -9999 -9999 -9999 32.39 90.86 68.94 8.86 -9999 -9999 160.76 0.04 51.96 381.37 14.87 26 61.93 -9999 -9999 -9999 -9999 -9999 15.75 46.43 -9999 -9999 -9999 448.85 -9999 -9999 35.35 34.48 49.2 -9999 -9999 8.21 -9999 -9999 -9999 -9999 49.47 -9999 144.31 -9999 34.04 -9999 -9999 30.61 252.45 -9999 102.21 -9999 1.02 231.08 5.97 3.62 -9999 -9999 4.39 38.12 -9999 130.18 -9999 -9999 -9999 4.39 -9999 22.65 191.58 -9999 -9999 -9999 12.04 101.6 24.4 14.13 23.42 195.93 -9999 -9999 17.87 -9999 106.78 16.5 178.83 27.81 69.59 -9999 10.27 -9999 -9999 -9999 -9999 -9999 -9999 1.34 -9999 14.55 -9999 15.67 -9999 -9999 5.07 36.98 11.34 -9999 -9999 16.18 -9999 -9999 -9999 18.63 1.32 40.28 -9999 -9999 36.92 -9999 -9999 -9999 13.18 -9999 -9999 -9999 84.18 -9999 108.34 65.92 115 -9999 46.56 -9999 -9999 -9999 -9999 -9999 36.12 107.8 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 74.99 91.42 -9999 19.34 27.23 -9999 92.19 -9999 -9999 79.45 95.3 120.02 -9999 -9999 -9999 66.02 14.62 249.47 12.77 74.19 103.67 174.35 -9999 -9999 -9999 21.85 -9999 -9999 46.14 -9999 -9999 -9999 250.33 35.77 -9999 -9999 69.07 84.54 -9999 -9999 26.22 81.51 -9999 -9999 -9999 -9999 -9999 10.24 16.2 -9999
2015 5 -9999 0.49 58.51 1.98 -9999 17.21 10.84 -9999 -9999 -9999 69 43.85 0.63 -9999 134.07 73.22 35.13 -9999 -9999 -9999 -9999 352.93 -9999 33.65 -9999 40.04 283.29 -9999 493.23 22.07 -9999 79.62 7.28 -9999 34.24 -9999 -9999 54.18 100.75 145.36 22.32 108.05 148.98 116.81 -9999 -9999 121.6 21.77 0.64 63.15 -9999 -9999 -9999 239.41 -9999 156.8 16.91 -9999 -9999 177.28 84.92 -9999 -9999 -9999 51.68 228.77 67.92 8.82 -9999 -9999 110.27 1.12 72.65 322.82 7.26 54.37 29.37 -9999 -9999 -9999 -9999 -9999 24.73 56.26 -9999 -9999 -9999 219.43 -9999 -9999 36.98 81.92 304.63 -9999 -9999 39.69 -9999 -9999 -9999 -9999 56.23 -9999 142.49 -9999 86.6 -9999 -9999 66.85 153.45 -9999 95.32 -9999 11.98 103.8 11.77 14.78 -9999 -9999 4.67 98.61 -9999 138.66 -9999 -9999 -9999 2.52 -9999 39.24 97.09 -9999 -9999 -9999 2.34 145.29 43.36 12.85 5.38 204.93 -9999 -9999 29.6 -9999 96.97 49.53 50.06 4.48 169.39 -9999 64.34 -9999 -9999 -9999 -9999 -9999 -9999 10.7 -9999 21.51 -9999 23.38 -9999 -9999 9.23 8.59 0.33 -9999 -9999 89.76 -9999 -9999 -9999 109.36 36.62 219.58 -9999 -9999 37.54 -9999 -9999 -9999 1.4 -9999 -9999 -9999 234.78 -9999 98.74 41.12 134.41 -9999 31.74 -9999 -9999 -9999 -9999 -9999 47.85 34.28 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 47.04 145.54 -9999 10.46 10.47 -9999 78.28 -9999 -9999 171.13 84.03 169.03 -9999 -9999 -9999 186.44 14.71 137.64 3.4 12.52 193.16 34.83 -9999 -9999 -9999 66.41 -9999 -9999 38.37 -9999 -9999 -9999 121.28 22.77 -9999 -9999 120.41 32.17 -9999 -9999 87.33 94.79 -9999 -9999 -9999 -9999 -9999 1.19 4.42 -9999
2015 6 -9999 8.85 45.99 19.61 -9999 8.1 1.3 -9999 -9999 -9999 22.89 18.77 7.06 -9999 62.68 85.73 8.86 -9999 -9999 -9999 -9999 503.91 -9999 85.89 -9999 180.09 114.58 -9999 1036.57 19.1 -9999 64.53 3.03 -9999 38.35 -9999 -9999 54.44 42.05 121.39 4.35 161.4 117.74 121.67 -9999 -9999 87.32 41.38 -9999 102.89 -9999 -9999 -9999 231.66 -9999 5.85 3.74 -9999 -9999 401.24 59.72 -9999 -9999 -9999 88.63 147.9 61.72 14.7 -9999 -9999 110.36 0.05 171.5 51.78 52.67 69.19 57.75 -9999 -9999 -9999 -9999 -9999 34.69 22.36 -9999 -9999 -9999 50.45 -9999 -9999 32.43 49.23 90.97 -9999 -9999 14.67 -9999 -9999 -9999 -9999 128.71 -9999 253.5 -9999 130.95 -9999 -9999 248.13 360.98 -9999 98.26 -9999 121.03 102.76 0.46 0.42 -9999 -9999 0.21 43.43 -9999 133.08 -9999 -9999 -9999 0.13 -9999 29.05 34.97 -9999 -9999 -9999 7.9 143.4 52.36 1.09 2.55 345.38 -9999 -9999 52.16 -9999 147.68 31.11 30.01 2.65 149.67 -9999 35.62 -9999 -9999 -9999 -9999 -9999 -9999 16.18 -9999 74.25 -9999 53.76 -9999 -9999 18.65 3.23 10.49 -9999 -9999 171.14 -9999 -9999 -9999 348.32 26.1 109.3 -9999 -9999 21.42 -9999 -9999 -9999 61.94 -9999 -9999 -9999 347.26 -9999 81.88 45.13 177.46 -9999 83.2 -9999 -9999 -9999 -9999 -9999 59.88 6.45 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 83.3 87.26 -9999 10.12 11.75 -9999 41.19 -9999 -9999 105.05 30.31 278.96 -9999 -9999 -9999 76.66 1.45 241.29 5.61 7.65 138.01 57.36 -9999 -9999 -9999 150.3 -9999 -9999 5.81 -9999 -9999 -9999 45.86 90.97 -9999 -9999 92.79 61.27 -9999 -9999 126.81 121.68 -9999 -9999 -9999 -9999 -9999 0.26 0.66 -9999
2015 7 -9999 9.69 2.97 8.08 -9999 12.09 0.2 -9999 -9999 -9999 31.95 18.62 9.77 -9999 22.7 49.87 13.41 -9999 -9999 -9999 -9999 308.84 -9999 111.83 -9999 191.7 122.7 -9999 318.96 12.6 -9999 16.15 0.27 -9999 14.92 -9999 -9999 49.87 76.88 200.72 5.14 138.15 185.49 57.76 -9999 -9999 153.41 91.2 0.6 160.79 -9999 -9999 -9999 225.13 -9999 5.92 4.59 -9999 -9999 254.23 30.27 -9999 -9999 -9999 62.47 170.51 130.49 36.08 -9999 -9999 66.2 0.21 182.16 33.95 114.15 158.04 173.24 -9999 -9999 -9999 -9999 -9999 47.68 35.03 -9999 -9999 -9999 17.14 -9999 -9999 27.62 71.22 116.73 -9999 -9999 0.96 -9999 -9999 -9999 -9999 154.95 -9999 276.61 -9999 119.35 -9999 -9999 243.61 214.09 -9999 39.47 -9999 66.4 90.44 4.44 0.13 -9999 -9999 0.15 46.06 -9999 155.75 -9999 -9999 -9999 0.06 -9999 58.43 105.91 -9999 -9999 -9999 9.32 195.13 120.9 0.12 25.7 339.8 -9999 -9999 98.21 -9999 113.18 1.42 48.27 4 174.31 -9999 75.38 -9999 -9999 -9999 -9999 -9999 -9999 41.33 -9999 60.59 -9999 93.04 -9999 -9999 2.75 5.54 3.8 -9999 -9999 180.26 -9999 -9999 -9999 391.33 94.09 166.32 -9999 -9999 377.29 -9999 -9999 -9999 61.01 -9999 -9999 -9999 227.77 -9999 19.11 27.58 142.42 -9999 62.23 -9999 -9999 -9999 -9999 -9999 87.08 7.58 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 37.91 83.26 -9999 14.94 24.85 -9999 300.88 -9999 -9999 61.24 130.12 238.12 -9999 -9999 -9999 59.44 0.3 198.84 6.03 4.61 130.2 47.5 -9999 -9999 -9999 127.95 -9999 -9999 2.63 -9999 -9999 -9999 144.13 51.93 -9999 -9999 42.75 90.62 -9999 -9999 171.63 222.16 -9999 -9999 -9999 -9999 -9999 0.5 0.43 -9999
2015 8 -9999 4.09 25.79 3.13 -9999 18.3 47.74 -9999 -9999 -9999 47.83 4.28 12.58 -9999 32.84 84.92 4.43 -9999 -9999 -9999 -9999 269.85 -9999 61.58 -9999 240.92 150.45 -9999 391.71 8.01 -9999 60.37 2.6 -9999 38.84 -9999 -9999 12.76 127.91 181.14 62.39 154.14 200.45 94.4 -9999 -9999 220.77 207.38 -9999 88 -9999 -9999 -9999 162.31 -9999 51.3 66.62 -9999 -9999 299.46 91.78 -9999 -9999 -9999 42.66 196.4 121.71 55.9 -9999 -9999 42.68 0.12 257.1 59.98 155.81 129.92 146.81 -9999 -9999 -9999 -9999 -9999 79.98 29.68 -9999 -9999 -9999 25.39 -9999 -9999 11.38 35.68 115.64 -9999 -9999 2.95 -9999 -9999 -9999 -9999 196.62 -9999 402.79 -9999 49.19 -9999 -9999 265.23 400.11 -9999 88.49 -9999 95.94 72.17 1.47 0.36 -9999 -9999 1.25 71.59 -9999 106.57 -9999 -9999 -9999 0.55 -9999 29.19 205.72 -9999 -9999 -9999 3.81 154.07 78.83 0.7 24.27 487.94 -9999 -9999 33.1 -9999 265.9 15.99 25.48 0.9 183.75 -9999 115.44 -9999 -9999 -9999 -9999 -9999 -9999 16.07 -9999 25.65 -9999 40.67 -9999 -9999 1.55 2.56 0.93 -9999 -9999 95.29 -9999 -9999 -9999 368.71 136.16 194.12 -9999 -9999 136.98 -9999 -9999 -9999 27.74 -9999 -9999 -9999 257.62 -9999 127.94 13.79 114.09 -9999 36.73 -9999 -9999 -9999 -9999 -9999 47.79 98.23 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 61.9 188.29 -9999 34.01 19.76 -9999 219.06 -9999 -9999 131.52 195.68 124.75 -9999 -9999 -9999 60.82 0.7 193.93 1.3 7.96 158.38 9.27 -9999 -9999 -9999 63.12 -9999 -9999 5.27 -9999 -9999 -9999 320.37 26.59 -9999 -9999 72.15 134.74 -9999 -9999 199.83 131.68 -9999 -9999 -9999 -9999 -9999 0.18 0.32 -9999
2015 9 -9999 14.96 29.89 38.64 -9999 18.42 51.19 -9999 -9999 -9999 52.67 26.34 18.52 -9999 55.47 37.81 27.77 -9999 -9999 -9999 -9999 380.73 -9999 55.34 -9999 206.89 111.78 -9999 483.22 22.65 -9999 34.68 0.3 -9999 44.59 -9999 -9999 48.24 62.86 101.08 29.81 250.7 217.3 44.56 -9999 -9999 134.71 123.05 0.18 49.39 -9999 -9999 -9999 191.26 -9999 78.06 64.36 -9999 -9999 344.43 34.71 -9999 -9999 -9999 40.72 261.46 63.26 22.02 -9999 -9999 44.77 0.11 198.14 287.66 56.34 35.57 75.11 -9999 -9999 -9999 -9999 -9999 38.39 37.69 -9999 -9999 -9999 145.39 -9999 -9999 17.11 50.38 139.89 -9999 -9999 35.9 -9999 -9999 -9999 -9999 155.6 -9999 442.27 -9999 39.96 -9999 -9999 334.11 118.49 -9999 49.86 -9999 452.91 85.62 6.66 1.13 -9999 -9999 0.25 31.89 -9999 192.7 -9999 -9999 -9999 0.05 -9999 26.29 50.86 -9999 -9999 -9999 1.66 126.05 21.02 0.27 26.08 494.01 -9999 -9999 28.94 -9999 59.74 22.31 40.78 2.25 276.49 -9999 50.56 -9999 -9999 -9999 -9999 -9999 -9999 24.63 -9999 26.3 -9999 16.7 -9999 -9999 20.52 2.26 1.58 -9999 -9999 812.71 -9999 -9999 -9999 349.53 112.97 159.68 -9999 -9999 153.83 -9999 -9999 -9999 111.42 -9999 -9999 -9999 269.08 -9999 105.57 35.54 173.39 -9999 55.66 -9999 -9999 -9999 -9999 -9999 54.44 44.04 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 67.78 64.99 -9999 17.87 12.61 -9999 291.77 -9999 -9999 160.2 118.62 71.55 -9999 -9999 -9999 64.54 1.22 128.6 1.78 4.77 177.59 42.1 -9999 -9999 -9999 67.54 -9999 -9999 6.9 -9999 -9999 -9999 95.06 38.02 -9999 -9999 58.87 116.68 -9999 -9999 150.89 114.61 -9999 -9999 -9999 -9999 -9999 0.46 0.33 -9999
2015 10 -9999 0.15 24.62 65.74 -9999 18.91 127.72 -9999 -9999 -9999 54.73 32.07 43.5 -9999 117.42 13.18 43.76 -9999 -9999 -9999 -9999 72.07 -9999 37.02 -9999 242.55 53.29 -9999 54.03 51.46 -9999 18.09 4.76 -9999 127.78 -9999 -9999 26.5 18.62 82.85 95.02 269.41 119.51 63.94 -9999 -9999 160.51 0.75 0.66 24.68 -9999 -9999 -9999 280.46 -9999 120.66 121.52 -9999 -9999 334.35 14.43 -9999 -9999 -9999 12.48 104.61 49.79 7.84 -9999 -9999 55.83 1.38 194.52 518.06 27.3 50.54 61.3 -9999 -9999 -9999 -9999 -9999 38.54 21.73 -9999 -9999 -9999 346.91 -9999 -9999 33.59 19.31 66.01 -9999 -9999 37.37 -9999 -9999 -9999 -9999 145.7 -9999 159.49 -9999 38.4 -9999 -9999 384.34 123.24 -9999 10.69 -9999 12.39 192.25 4.94 4.12 -9999 -9999 2.36 18.29 -9999 65.24 -9999 -9999 -9999 4.96 -9999 33.44 156.74 -9999 -9999 -9999 15.18 68.21 33.97 19.38 30.3 207.46 -9999 -9999 18.74 -9999 59.45 18.36 17.88 3.06 293.62 -9999 13.82 -9999 -9999 -9999 -9999 -9999 -9999 2.78 -9999 22.01 -9999 4.16 -9999 -9999 46.63 4.13 1.69 -9999 -9999 136.95 -9999 -9999 -9999 381.92 6.55 88.81 -9999 -9999 17.55 -9999 -9999 -9999 0.31 -9999 -9999 -9999 248.88 -9999 225.26 65.22 118.06 -9999 13.1 -9999 -9999 -9999 -9999 -9999 35.17 124.45 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 11.12 26.26 -9999 21.07 35.01 -9999 20.46 -9999 -9999 261.23 113.96 96.29 -9999 -9999 -9999 32.56 12.24 33 15 35.07 109.37 97.88 -9999 -9999 -9999 49.16 -9999 -9999 19.39 -9999 -9999 -9999 208.13 23.28 -9999 -9999 38.38 36.03 -9999 -9999 173.95 152.3 -9999 -9999 -9999 -9999 -9999 2.39 0.63 -9999
